Title,Director,Cast,genres,combo
maharshi,vamsi paidipally,mahesh babu pooja hegde allari naresh jagapathi babu prakash raj,Drama Action,maharshi vamsi paidipally mahesh babu pooja hegde allari naresh jagapathi babu prakash raj Drama Action
abcd: american born confused desi,sanjeev reddy,allu sirish rukshar dhillon nagendra babu master bharath kota srinivasa rao,Comedy,abcd: american born confused desi sanjeev reddy allu sirish rukshar dhillon nagendra babu master bharath kota srinivasa rao Comedy
enthavaraalaina,guru chindepalli,advaith zaheeda syam,un_known,enthavaraalaina guru chindepalli advaith zaheeda syam un_known
romantic criminals,p. sunil kumar reddy,manoj nandam avantika munni divya vijju k. vinay,Crime Drama Romance,romantic criminals p. sunil kumar reddy manoj nandam avantika munni divya vijju k. vinay Crime Drama Romance
swayamvadha,vivek varma,aditya alluri anika rao dhanraj posani krishna murali,un_known,swayamvadha vivek varma aditya alluri anika rao dhanraj posani krishna murali un_known
sita,teja,kajal aggarwal bellamkonda sreenivas sonu sood,Animation Drama Music Romance,sita teja kajal aggarwal bellamkonda sreenivas sonu sood Animation Drama Music Romance
abhinetri 2,a. l. vijay,prabhu deva tamannaah nandita swetha dimple hayathi,Horror Comedy,abhinetri 2 a. l. vijay prabhu deva tamannaah nandita swetha dimple hayathi Horror Comedy
december 31,g. kondal rao,navakanth seetha saptagiri nutan prasad posani krishna murali,Music,december 31 g. kondal rao navakanth seetha saptagiri nutan prasad posani krishna murali Music
falaknuma das,vishwak sen,vishwak sen saloni mishra harshita gaur prashanthi charuolingah tharun bhascker dhaassyam abhinav gomatam,Action Romance Thriller,falaknuma das vishwak sen vishwak sen saloni mishra harshita gaur prashanthi charuolingah tharun bhascker dhaassyam abhinav gomatam Action Romance Thriller
seven,nizar shafi,havish nandita swetha rahman regina cassandra anisha ambrose,Adventure Action Western,seven nizar shafi havish nandita swetha rahman regina cassandra anisha ambrose Adventure Action Western
hippi,krishna,kartikeya gummakonda digangana suryavanshi j. d. chakravarthy brahmaji vennela kishore,Romance,hippi krishna kartikeya gummakonda digangana suryavanshi j. d. chakravarthy brahmaji vennela kishore Romance
ek,sampath v. rudra,bishnu adhikari abhinav sardar aparna sharma himanshi khurana suman,Comedy Crime Thriller,ek sampath v. rudra bishnu adhikari abhinav sardar aparna sharma himanshi khurana suman Comedy Crime Thriller
game over,ashwin saravanan,taapsee pannu vinodhini vaidyanathan anish kuruvilla sanchana natarajan,Action Adventure Comedy Family Science Fiction,game over ashwin saravanan taapsee pannu vinodhini vaidyanathan anish kuruvilla sanchana natarajan Action Adventure Comedy Family Science Fiction
vajra kavachadhara govinda,arun pawar,saptagiri vaibhavi joshi veda sastry jabardasth srinu,Action,vajra kavachadhara govinda arun pawar saptagiri vaibhavi joshi veda sastry jabardasth srinu Action
viswamitra,raajkiran,prasanna nanditha raj ashutosh rana satyam rajesh,Horror Thriller,viswamitra raajkiran prasanna nanditha raj ashutosh rana satyam rajesh Horror Thriller
1st rank raju,naresh kumar h. n.,chethan maddineni kashish vohra prakash raj vennela kishore naresh,Romance Comedy Drama,1st rank raju naresh kumar h. n. chethan maddineni kashish vohra prakash raj vennela kishore naresh Romance Comedy Drama
agent sai srinivasa athreya,swaroop rsj,naveen polishetty shruthi sharma appaji ambarisha darbha,Crime Comedy Mystery,agent sai srinivasa athreya swaroop rsj naveen polishetty shruthi sharma appaji ambarisha darbha Crime Comedy Mystery
mallesham,raj. r,priyadarshi pulikonda ananya nagalla ananda chakrapani jagadish pratap bhandari,Drama,mallesham raj. r priyadarshi pulikonda ananya nagalla ananda chakrapani jagadish pratap bhandari Drama
special – the story of a mind reader,vastav,ajay ranga akshatha jabardasth appa rao,Thriller,special – the story of a mind reader vastav ajay ranga akshatha jabardasth appa rao Thriller
voter,g. s. karthik,manchu vishnu surabhi sampath raj jayaprakash nassar posani krishna murali,Documentary,voter g. s. karthik manchu vishnu surabhi sampath raj jayaprakash nassar posani krishna murali Documentary
brochevarevarura,vivek athreya,sree vishnu rahul ramakrishna nivetha thomas satyadev kancharana priyadarshi pulikonda,Thriller Crime,brochevarevarura vivek athreya sree vishnu rahul ramakrishna nivetha thomas satyadev kancharana priyadarshi pulikonda Thriller Crime
captain rana prathap,haranath policherla,haranath policherla puneet issar nishi gandha,un_known,captain rana prathap haranath policherla haranath policherla puneet issar nishi gandha un_known
kalki,prasanth varma,dr. rajasekhar nandita swetha adah sharma pujita ponnada rahul ramakrishna nassar ashutosh rana,un_known,kalki prasanth varma dr. rajasekhar nandita swetha adah sharma pujita ponnada rahul ramakrishna nassar ashutosh rana un_known
prema janta,nikhilesh thogari,ram praneeth sumaya uttej,Romance,prema janta nikhilesh thogari ram praneeth sumaya uttej Romance
burrakatha,diamond ratna babu,aadi saikumar mishti chakraborty rajendra prasad abhimanyu singh,Romance Science Fiction,burrakatha diamond ratna babu aadi saikumar mishti chakraborty rajendra prasad abhimanyu singh Romance Science Fiction
kakatheeybyudu,vijay samudra,taraka ratna yamini chippy vinod kumar,un_known,kakatheeybyudu vijay samudra taraka ratna yamini chippy vinod kumar un_known
oh! baby,b. v. nandini reddy,samantha akkineni naga shaurya rajendra prasad lakshmi urvashi,Family Comedy,oh! baby b. v. nandini reddy samantha akkineni naga shaurya rajendra prasad lakshmi urvashi Family Comedy
durmargudu,suneeth jampa,zaara khan vijay krishna racha ravi jabardast murali.,Action Thriller,durmargudu suneeth jampa zaara khan vijay krishna racha ravi jabardast murali. Action Thriller
dorasaani,k. v. r. mahendra,anand devarakonda shivatmika rajashekar kishore vinay varma,un_known,dorasaani k. v. r. mahendra anand devarakonda shivatmika rajashekar kishore vinay varma un_known
ks100,sher,sameer khan shraddha sharma sunita pandey,un_known,ks100 sher sameer khan shraddha sharma sunita pandey un_known
ninu veedani needanu nene,caarthick raju,sundeep kishan anya singh pragathi vennela kishore murali sharma,Horror Thriller,ninu veedani needanu nene caarthick raju sundeep kishan anya singh pragathi vennela kishore murali sharma Horror Thriller
marketlo prajaswamyam,r. narayana murthy,r. narayana murthy madhavi,un_known,marketlo prajaswamyam r. narayana murthy r. narayana murthy madhavi un_known
rajdooth,arjun gunnala cartyk,meghamsh srihari nakshatra ravi varma kota srinivasa rao manobala,un_known,rajdooth arjun gunnala cartyk meghamsh srihari nakshatra ravi varma kota srinivasa rao manobala un_known
ismart shankar,puri jagannadh,ram pothineni nidhhi agerwal nabha natesh puneet issar satyadev kancharana ashish vidyarthi shayaji shinde,Action Science Fiction Thriller,ismart shankar puri jagannadh ram pothineni nidhhi agerwal nabha natesh puneet issar satyadev kancharana ashish vidyarthi shayaji shinde Action Science Fiction Thriller
dear comrade,bharat kamma,vijay devarakonda rashmika mandanna shruti ramachandran,Drama Action Romance,dear comrade bharat kamma vijay devarakonda rashmika mandanna shruti ramachandran Drama Action Romance
nenu lenu,ram kumar a.s.k,harshith koditham sri padma,Comedy Drama,nenu lenu ram kumar a.s.k harshith koditham sri padma Comedy Drama
bailampudi,anil raj,harish vinay tanishq tiwari,un_known,bailampudi anil raj harish vinay tanishq tiwari un_known
guna 369,arjun jandhyala,kartikeya gummakonda anagha adhitya shivaji raja,Romance Action,guna 369 arjun jandhyala kartikeya gummakonda anagha adhitya shivaji raja Romance Action
rakshasudu,ramesh varma,bellamkonda sreenivas anupama parameswaran,Crime Thriller Action,rakshasudu ramesh varma bellamkonda sreenivas anupama parameswaran Crime Thriller Action
sivaranjani,naaga prabhakkar,rashmi gautham nandu nandini rai akhil karthik dhanraj delhi rajeshwari,un_known,sivaranjani naaga prabhakkar rashmi gautham nandu nandini rai akhil karthik dhanraj delhi rajeshwari un_known
kathanam,rajesh nadendla,anasuya bharadwaj srinivas avasarala vennela kishore,un_known,kathanam rajesh nadendla anasuya bharadwaj srinivas avasarala vennela kishore un_known
manmadhudu 2,rahul ravindran,nagarjuna rakul preet singh,Comedy Romance,manmadhudu 2 rahul ravindran nagarjuna rakul preet singh Comedy Romance
kobbari matta,rupak ronaldson,sampoornesh babu ishika singh gayatri gupta,Comedy,kobbari matta rupak ronaldson sampoornesh babu ishika singh gayatri gupta Comedy
evaru,venkat ramji,adivi sesh regina cassandra naveen chandra murali sharma,Action,evaru venkat ramji adivi sesh regina cassandra naveen chandra murali sharma Action
ranarangam,sudheer varma,sharwanand kajal aggarwal kalyani priyadarshan,Action Crime,ranarangam sudheer varma sharwanand kajal aggarwal kalyani priyadarshan Action Crime
boy,amar viswaraj,lakshya sinha sahithi vinay varma,Animation Action Family Science Fiction,boy amar viswaraj lakshya sinha sahithi vinay varma Animation Action Family Science Fiction
edaina jaragocchu,k. rama kanth,bobby simha sasha singh ajay ghosh vijay raja,un_known,edaina jaragocchu k. rama kanth bobby simha sasha singh ajay ghosh vijay raja un_known
kousalya krishnamurthy,bhimaneni srinivasa rao,aishwarya rajesh rajendra prasad karthik raju,Drama,kousalya krishnamurthy bhimaneni srinivasa rao aishwarya rajesh rajendra prasad karthik raju Drama
hawaa,mahesh reddy,chaitanya rao madadi divi prasanna phoebe jakober kamal krishna,Drama Family,hawaa mahesh reddy chaitanya rao madadi divi prasanna phoebe jakober kamal krishna Drama Family
nene kedi no.1,johni,shakalaka shankar khushi gadhvi gurleen chopra mukul dev,un_known,nene kedi no.1 johni shakalaka shankar khushi gadhvi gurleen chopra mukul dev un_known
saaho,sujeeth,prabhas shraddha kapoor neil nitin mukesh arun vijay jackie shroff chunky pandey mahesh manjrekar lal mandira bedi murali sharma vennela kishore evelyn sharma supreeth,Action Thriller,saaho sujeeth prabhas shraddha kapoor neil nitin mukesh arun vijay jackie shroff chunky pandey mahesh manjrekar lal mandira bedi murali sharma vennela kishore evelyn sharma supreeth Action Thriller
jodi,viswanath arigella,aadi saikumar  shraddha srinath,Drama Romance TV Movie,jodi viswanath arigella aadi saikumar  shraddha srinath Drama Romance TV Movie
nani's gang leader,vikram kumar,nani kartikeya gummakonda priyanka arul mohan lakshmi saranya ponvannan,Comedy Crime Thriller,nani's gang leader vikram kumar nani kartikeya gummakonda priyanka arul mohan lakshmi saranya ponvannan Comedy Crime Thriller
marshal,jai raaja singh,abhay adaka srikanth megha chowdhury,Drama Western,marshal jai raaja singh abhay adaka srikanth megha chowdhury Drama Western
gaddalakonda ganesh,harish shankar,varun tej atharvaa pooja hegde mirnalini ravi,Action Thriller,gaddalakonda ganesh harish shankar varun tej atharvaa pooja hegde mirnalini ravi Action Thriller
nenu naa nagarjuna,r. b. gopal,mahesh achanta somi verma suman shetty,un_known,nenu naa nagarjuna r. b. gopal mahesh achanta somi verma suman shetty un_known
pandugadi photo studio,dileep raj,ali babu mohan bhavya sri jeeva,un_known,pandugadi photo studio dileep raj ali babu mohan bhavya sri jeeva un_known
rama chakkani seetha,sriharsha manda,indhra sukrutha wagle ravi babu rahul sipligunj,un_known,rama chakkani seetha sriharsha manda indhra sukrutha wagle ravi babu rahul sipligunj un_known
rayalaseema love story,ram ranadheer,venkat pavani hrishali,un_known,rayalaseema love story ram ranadheer venkat pavani hrishali un_known
ninnu thalachi,anil thota,vamsi yakasiri stefy patel,un_known,ninnu thalachi anil thota vamsi yakasiri stefy patel un_known
sye raa narasimha reddy,surender reddy,chiranjeevi nayanthara tamannaah jagapati babu sudeep vijay sethupathi,Action Drama,sye raa narasimha reddy surender reddy chiranjeevi nayanthara tamannaah jagapati babu sudeep vijay sethupathi Action Drama
chanakya,thiru,gopichand mehreen pirzada zareen khan rajesh khattar,Action,chanakya thiru gopichand mehreen pirzada zareen khan rajesh khattar Action
oorantha anukuntunnaru,balaji,srinivas avasarala nawin vijaya krishna megha chowdhury sophiya singh,un_known,oorantha anukuntunnaru balaji srinivas avasarala nawin vijaya krishna megha chowdhury sophiya singh un_known
evvarikee cheppoddu,basava shanker,rakesh varre gargeyi yellapragada vamsi nakkanti,Drama Romance Family,evvarikee cheppoddu basava shanker rakesh varre gargeyi yellapragada vamsi nakkanti Drama Romance Family
rdx love,bhanu shankar,tejus kancherla payal rajput dr v. k. naresh mumaith khan,Romance Drama,rdx love bhanu shankar tejus kancherla payal rajput dr v. k. naresh mumaith khan Romance Drama
krishna rao supermarket,sreenath pulakuram,kriishna elsa ghosh tanikella bharani ravi prakash sana gowtham raju,Thriller,krishna rao supermarket sreenath pulakuram kriishna elsa ghosh tanikella bharani ravi prakash sana gowtham raju Thriller
malli malli chusa,hemanth karthik,anurag konidena shweta avasthi kairavi thakkar,Drama Romance,malli malli chusa hemanth karthik anurag konidena shweta avasthi kairavi thakkar Drama Romance
operation gold fish,sai kiran adivi,aadi sasha chettri nithya naresh karthik raju,un_known,operation gold fish sai kiran adivi aadi sasha chettri nithya naresh karthik raju un_known
raju gari gadhi 3,ohmkar,ashwin babu avika gor ali brahmaji urvashi ajay ghosh prabhas sreenu hari teja dhanraj,Comedy Horror Thriller,raju gari gadhi 3 ohmkar ashwin babu avika gor ali brahmaji urvashi ajay ghosh prabhas sreenu hari teja dhanraj Comedy Horror Thriller
sarovaram,suresh yadavalli,vishal punna priyanka sharma sri latha tanikella bharani,Drama,sarovaram suresh yadavalli vishal punna priyanka sharma sri latha tanikella bharani Drama
thupaki ramudu,t. prabhakar,bithiri sathi priya,Comedy Drama,thupaki ramudu t. prabhakar bithiri sathi priya Comedy Drama
vanavasam,bharath kumar p & narendra,naveenraj sankarapu shashi kanth sravya sruthi,un_known,vanavasam bharath kumar p & narendra naveenraj sankarapu shashi kanth sravya sruthi un_known
aaviri,ravi babu,ravi babu neha chauhan sri muktha,Drama Thriller,aaviri ravi babu ravi babu neha chauhan sri muktha Drama Thriller
dandupalyam 4,k. t. nayak,suman ranganathan mumaith khan petrol prasanna venkat,Thriller Crime,dandupalyam 4 k. t. nayak suman ranganathan mumaith khan petrol prasanna venkat Thriller Crime
meeku maathrame cheptha,shammer sulthan,tharun bhascker dhaassyam vani bhojan avantika mishra pavani gangireddy abhinav gomatam anasuya bharadwaj,Drama Comedy,meeku maathrame cheptha shammer sulthan tharun bhascker dhaassyam vani bhojan avantika mishra pavani gangireddy abhinav gomatam anasuya bharadwaj Drama Comedy
planning,b. l. prasad,mahindra kulkarni mamata alisha ranga sai adith chaitanya reddy,un_known,planning b. l. prasad mahindra kulkarni mamata alisha ranga sai adith chaitanya reddy un_known
thipparaa meesam,krishna vijay,sree vishnu nikki tamboli rohini,Action Romance,thipparaa meesam krishna vijay sree vishnu nikki tamboli rohini Action Romance
tenali ramakrishna ba. bl,g. nageswara reddy,sundeep kishan hansika motwani varalaxmi sarathkumar,Comedy Drama,tenali ramakrishna ba. bl g. nageswara reddy sundeep kishan hansika motwani varalaxmi sarathkumar Comedy Drama
george reddy,b. jeevan reddy,sandeep madhav shrinivas pokale muskaan khubchandani abhay bethiganti satyadev kancharana devika daftardar pawon ramesh shatru manoj nandam thiruveer pawon ramesh bunny abiran laxman meesala yadamma raju jagadeesh sanjay reddy,Action Drama,george reddy b. jeevan reddy sandeep madhav shrinivas pokale muskaan khubchandani abhay bethiganti satyadev kancharana devika daftardar pawon ramesh shatru manoj nandam thiruveer pawon ramesh bunny abiran laxman meesala yadamma raju jagadeesh sanjay reddy Action Drama
raagala 24 gantallo,srinivasa reddy,eesha rebba satyadev kancharana sriram ganesh venkatraman,un_known,raagala 24 gantallo srinivasa reddy eesha rebba satyadev kancharana sriram ganesh venkatraman un_known
tholu bommalata,vishwanath maganti,rajendra prasad viswant harshitha chowdary vennela kishore,Drama Family,tholu bommalata vishwanath maganti rajendra prasad viswant harshitha chowdary vennela kishore Drama Family
pichhodu,hemanth srinivas,kranthi k. simar posani krishna murali sameer satya krishna abhay bethiganti apparao achanta mahesh durga,un_known,pichhodu hemanth srinivas kranthi k. simar posani krishna murali sameer satya krishna abhay bethiganti apparao achanta mahesh durga un_known
beach road chetan,chetan maddinenichakravarty devulapalli,chetan maddineni razia abdul anjali suja ansari,Action Drama Science Fiction,beach road chetan chetan maddinenichakravarty devulapalli chetan maddineni razia abdul anjali suja ansari Action Drama Science Fiction
traap,v. s. phanindra,brahmaji mahendra katyayani sharma shalu racha ravi,un_known,traap v. s. phanindra brahmaji mahendra katyayani sharma shalu racha ravi un_known
ranasthalam,adhi aravala,satyam rajesh jabardasth appa rao chatrapathi sekhar shalu,un_known,ranasthalam adhi aravala satyam rajesh jabardasth appa rao chatrapathi sekhar shalu un_known
arjun suravaram,t. n. santhosh,nikhil siddharth lavanya tripathi tarun arora vennela kishore,Action Drama Thriller,arjun suravaram t. n. santhosh nikhil siddharth lavanya tripathi tarun arora vennela kishore Action Drama Thriller
raja vaaru rani gaaru,ravi kiran kola,kiran abbavaram rahasya gorak rajkumar kasireddy yazurved gurram snehamadhuri sharma divya narni,Romance Comedy,raja vaaru rani gaaru ravi kiran kola kiran abbavaram rahasya gorak rajkumar kasireddy yazurved gurram snehamadhuri sharma divya narni Romance Comedy
raghupathi venkaiah naidu,babji,naresh vahini tanikella bharani maharshi raghava muni chandra satyapriya bhavana akhil geddayya sai kanth devaraj chakrapaani taara singh,Drama,raghupathi venkaiah naidu babji naresh vahini tanikella bharani maharshi raghava muni chandra satyapriya bhavana akhil geddayya sai kanth devaraj chakrapaani taara singh Drama
miss match,n. v. nirmal kumar,uday shankar aishwarya rajesh pradeep rawat sanjay swaroop master adhiroh naga mahesh,Family Drama,miss match n. v. nirmal kumar uday shankar aishwarya rajesh pradeep rawat sanjay swaroop master adhiroh naga mahesh Family Drama
bhagyanagara veedullo gamattu,srinivasa reddy,srinivasa reddy dollysha vennela kishore satya shakalaka shankar chitram seenu suman setty raghu babu jhansi satyam rajesh viva harsha praveen racha ravi hyper aadi,un_known,bhagyanagara veedullo gamattu srinivasa reddy srinivasa reddy dollysha vennela kishore satya shakalaka shankar chitram seenu suman setty raghu babu jhansi satyam rajesh viva harsha praveen racha ravi hyper aadi un_known
ashwamedham,nitin gawde,dhruva karunakar priyadarshi pulikonda vennela kishore suman sonyaa shivangi ambati arjun prachi,Action Romance Drama,ashwamedham nitin gawde dhruva karunakar priyadarshi pulikonda vennela kishore suman sonyaa shivangi ambati arjun prachi Action Romance Drama
90ml,sekhar reddy yerra,kartikeya gummakonda neha solanki ravi kishan rao ramesh ali posani krishna murali ajay prabhakar satya prakash pragathi praveen raghu karumanchi nellore sudharshan thagubothu ramesh roll rida duvvasi mohan,Romance,90ml sekhar reddy yerra kartikeya gummakonda neha solanki ravi kishan rao ramesh ali posani krishna murali ajay prabhakar satya prakash pragathi praveen raghu karumanchi nellore sudharshan thagubothu ramesh roll rida duvvasi mohan Romance
amma rajyam lo kadapa biddalu,ram gopal varma,ajmal ameer brahmanandam ali dheeraj kv dhananjay prabhune mahesh kathi swapna dhanraj prudhvi raj jaffar babu,Drama Thriller,amma rajyam lo kadapa biddalu ram gopal varma ajmal ameer brahmanandam ali dheeraj kv dhananjay prabhune mahesh kathi swapna dhanraj prudhvi raj jaffar babu Drama Thriller
hulchul,sripathi karrl,rudhraksh utkamdhanya balakrishnakrishnudumadhunandanravi prakash,Comedy Drama Romance,hulchul sripathi karrl rudhraksh utkamdhanya balakrishnakrishnudumadhunandanravi prakash Comedy Drama Romance
venky mama,k. s. ravindra,venkatesh naga chaitanya raashi khanna payal rajput,Family Comedy Drama Action,venky mama k. s. ravindra venkatesh naga chaitanya raashi khanna payal rajput Family Comedy Drama Action
