Title,Director,Cast,genres,combo
chattam,arun prasad p. a.,jagapathi babu vimala raman ashish vidyarthi,Crime,chattam arun prasad p. a. jagapathi babu vimala raman ashish vidyarthi Crime
sakthi,meher ramesh,jr. ntr ileana d'cruz prabhu manjari phadnis jackie shroff pooja bedi ali brahmanandam,Thriller Horror,sakthi meher ramesh jr. ntr ileana d'cruz prabhu manjari phadnis jackie shroff pooja bedi ali brahmanandam Thriller Horror
manchivadu,deepthi,tanish bhama k. vishwanath chandramohan,un_known,manchivadu deepthi tanish bhama k. vishwanath chandramohan un_known
lokame kothaga,bharath parepalli,shivaji aditi agarwal,un_known,lokame kothaga bharath parepalli shivaji aditi agarwal un_known
teen maar,jayanth c. paranjee,pawan kalyan trisha krishnan kriti kharbanda,Drama,teen maar jayanth c. paranjee pawan kalyan trisha krishnan kriti kharbanda Drama
galli kurrolu,sai venkat,naga varma shefali sharma,un_known,galli kurrolu sai venkat naga varma shefali sharma un_known
mr. perfect,dasrath,prabhas kajal aggarwal taapsee pannu prakash raj,Romance Comedy,mr. perfect dasrath prabhas kajal aggarwal taapsee pannu prakash raj Romance Comedy
nenu naa rakshasi,puri jagannadh,rana daggubati ileana d'cruz abhimanyu singh mumaith khan,Action Drama,nenu naa rakshasi puri jagannadh rana daggubati ileana d'cruz abhimanyu singh mumaith khan Action Drama
100% love,sukumar,naga chaitanya tamannaah bhatia tara alisha,Comedy Drama Romance,100% love sukumar naga chaitanya tamannaah bhatia tara alisha Comedy Drama Romance
seema tapakai,g. nageshwar reddy,allari naresh poorna,Comedy,seema tapakai g. nageshwar reddy allari naresh poorna Comedy
veera,ramesh varma,ravi teja kajal aggarwal taapsee pannu,Action Comedy Drama,veera ramesh varma ravi teja kajal aggarwal taapsee pannu Action Comedy Drama
dussasana,posani krishna murali,srikanth sanjana tashu kaushik brahmanandam,Crime Thriller,dussasana posani krishna murali srikanth sanjana tashu kaushik brahmanandam Crime Thriller
vykuntapali,satyadeep reddy,krishnudu ajay ranadhir reddy tashu kaushik subbaraju,Action Comedy,vykuntapali satyadeep reddy krishnudu ajay ranadhir reddy tashu kaushik subbaraju Action Comedy
maaro,siddique,nitin meera chopra abbas kota srinivasa rao,Drama Action,maaro siddique nitin meera chopra abbas kota srinivasa rao Drama Action
prema sagaram,a. majeed,hasan shouri,un_known,prema sagaram a. majeed hasan shouri un_known
babloo,ravichandran reddy,mano tej aditi sharma mukul dev,un_known,babloo ravichandran reddy mano tej aditi sharma mukul dev un_known
badrinath,v.v. vinayak,allu arjun tamannaah bhatia prakash raj,Drama Comedy Romance,badrinath v.v. vinayak allu arjun tamannaah bhatia prakash raj Drama Comedy Romance
180,jayendra,siddharth nithya menen priya anand tanikella bharani mouli geetha,Documentary,180 jayendra siddharth nithya menen priya anand tanikella bharani mouli geetha Documentary
nagaram nidrapotunna vela,premraj,jagapathi babu charmee kaur sayaji shinde babu mohan m. s. narayana,un_known,nagaram nidrapotunna vela premraj jagapathi babu charmee kaur sayaji shinde babu mohan m. s. narayana un_known
brammigadi katha,eeshwar reddy,varun sandesh poonam kaur asmita sood brahmanandam,un_known,brammigadi katha eeshwar reddy varun sandesh poonam kaur asmita sood brahmanandam un_known
virodhi,neelakanta,srikanth kamalini mukherjee ajay,Drama Action,virodhi neelakanta srikanth kamalini mukherjee ajay Drama Action
key,nagendra prasad,jagapati babu,Horror Mystery Thriller,key nagendra prasad jagapati babu Horror Mystery Thriller
kodipunju,bvv choudhary,tanish anchal sabharwal roja,un_known,kodipunju bvv choudhary tanish anchal sabharwal roja un_known
sanchalanam,b v ramana reddy,kamalakar saikumar supreet,un_known,sanchalanam b v ramana reddy kamalakar saikumar supreet un_known
un_known,un_known,un_known,un_known,un_known un_known un_known un_known
kandireega,santosh srinivas,ram hansika motwani sonu sood aksha pardasany,Romance Comedy,kandireega santosh srinivas ram hansika motwani sonu sood aksha pardasany Romance Comedy
dhada,ajay bhuyan,naga chaitanya kajal aggarwal samiksha sreeram brahmanandam kelly dorjee,Crime Drama,dhada ajay bhuyan naga chaitanya kajal aggarwal samiksha sreeram brahmanandam kelly dorjee Crime Drama
mugguru,v. n. aditya,navdeep sivaji shraddha das srinivas avasarala sanjana reema sen,un_known,mugguru v. n. aditya navdeep sivaji shraddha das srinivas avasarala sanjana reema sen un_known
keratam,gautam patnaik,siddharth rajkumar rakul preet singh aishwarya,un_known,keratam gautam patnaik siddharth rajkumar rakul preet singh aishwarya un_known
daggaraga dooranga,ravi chavali,sumanth vedhika,un_known,daggaraga dooranga ravi chavali sumanth vedhika un_known
money money more money,j. d. chakravarthy,j. d. chakravarthy gajala brahmanandam asha saini,Comedy Drama,money money more money j. d. chakravarthy j. d. chakravarthy gajala brahmanandam asha saini Comedy Drama
aakasame haddu,raavicharan,navdeep rajeev saluri panchi bora,un_known,aakasame haddu raavicharan navdeep rajeev saluri panchi bora un_known
poru telangana,r. narayana murthy,r. narayana murthy,un_known,poru telangana r. narayana murthy r. narayana murthy un_known
vara prasad potti prasad,satya varanasi,srinivas avasarala vijay sai karina shah priya ahuja,Comedy,vara prasad potti prasad satya varanasi srinivas avasarala vijay sai karina shah priya ahuja Comedy
dookudu,srinu vaitla,mahesh babu samantha ruth prabhu sonu sood prakash raj,Action Drama Comedy,dookudu srinu vaitla mahesh babu samantha ruth prabhu sonu sood prakash raj Action Drama Comedy
madatha kaja,seetarama raju,allari naresh sneha ullal,Comedy Family,madatha kaja seetarama raju allari naresh sneha ullal Comedy Family
vankaya fry,chandramouli,sumith arora anu smrithi brahmanandam,un_known,vankaya fry chandramouli sumith arora anu smrithi brahmanandam un_known
oosaravelli,surender reddy,jr. ntr tamannaah shaam,Action,oosaravelli surender reddy jr. ntr tamannaah shaam Action
pilla zamindar,g. ashok,nani haripriya bindu madhavi,Comedy Drama,pilla zamindar g. ashok nani haripriya bindu madhavi Comedy Drama
nuvvila,ravi babu,havish ajay prasad barve vijay sai yami gautam sarayu remya nambeesan,Drama Romance Comedy,nuvvila ravi babu havish ajay prasad barve vijay sai yami gautam sarayu remya nambeesan Drama Romance Comedy
mogudu,krishna vamshi,gopichand taapsee pannu shraddha das,Family Drama,mogudu krishna vamshi gopichand taapsee pannu shraddha das Family Drama
oh my friend,venu sriram,siddarth shruti haasan navdeep hansika motwani,Romance,oh my friend venu sriram siddarth shruti haasan navdeep hansika motwani Romance
its my love story,madhura sreedhar,arvind krishna nikita narayan jayasudha sarath babu,Family Romance Drama,its my love story madhura sreedhar arvind krishna nikita narayan jayasudha sarath babu Family Romance Drama
sri rama rajyam,bapu,akkineni nageswara rao nandamuri balakrishna srikanth nayantara jayasudha k. r. vijaya saikumar,un_known,sri rama rajyam bapu akkineni nageswara rao nandamuri balakrishna srikanth nayantara jayasudha k. r. vijaya saikumar un_known
veedu theda,chinni krishna,nikhil siddharth pooja bose,Comedy Drama,veedu theda chinni krishna nikhil siddharth pooja bose Comedy Drama
solo,parashuram,nara rohit nisha aggarwal prakash raj,Science Fiction Adventure,solo parashuram nara rohit nisha aggarwal prakash raj Science Fiction Adventure
bejawada,vivek krishna,naga chaitanya amala paul prabhu abhimanyu singh mukul dev ajay brahmanandam kota srinivasa rao,Action Drama Crime,bejawada vivek krishna naga chaitanya amala paul prabhu abhimanyu singh mukul dev ajay brahmanandam kota srinivasa rao Action Drama Crime
panjaa,vishnuvardhan,pawan kalyan sarah jane dias jackie shroff anjali lavania adivi sesh atul kulkarni,Action,panjaa vishnuvardhan pawan kalyan sarah jane dias jackie shroff anjali lavania adivi sesh atul kulkarni Action
priyudu,shravan,varun sandesh preetika rao shweta prasad,un_known,priyudu shravan varun sandesh preetika rao shweta prasad un_known
rajanna,vijayendra prasad,akkineni nagarjuna sneha shweta menon baby aney nassar pradeep rawat,Drama,rajanna vijayendra prasad akkineni nagarjuna sneha shweta menon baby aney nassar pradeep rawat Drama
kshetram,t. venugopal,jagapathi babu priyamani shaam,Romance Thriller Drama,kshetram t. venugopal jagapathi babu priyamani shaam Romance Thriller Drama
un_known,un_known,un_known,un_known,un_known un_known un_known un_known
un_known,un_known,un_known,un_known,un_known un_known un_known un_known
un_known,un_known,un_known,un_known,un_known un_known un_known un_known
un_known,un_known,un_known,un_known,un_known un_known un_known un_known
