Title,Director,Cast,genres,combo
dohchay,sudheer varma,naga chaitanya kriti sanon brahmanandam rao ramesh,Action Crime Comedy,dohchay sudheer varma naga chaitanya kriti sanon brahmanandam rao ramesh Action Crime Comedy
dongaata,vamsi krishna,lakshmi manchu adivi sesh brahmanandam pragathi,un_known,dongaata vamsi krishna lakshmi manchu adivi sesh brahmanandam pragathi un_known
rajahmundry ki 50 km duramloo,vijay surya,hemanth nairuthi,un_known,rajahmundry ki 50 km duramloo vijay surya hemanth nairuthi un_known
dagudumootha dandakor,r.k malineni,rajendra prasad sara arjun ravi prakash,un_known,dagudumootha dandakor r.k malineni rajendra prasad sara arjun ravi prakash un_known
lion,satyadeva,nandamuri balakrishna trisha krishnan radhika apte prakash raj,Comedy,lion satyadeva nandamuri balakrishna trisha krishnan radhika apte prakash raj Comedy
dhee ante dhee,srinivasa rao,srikanth sonia mann posani krishna murali brahmanandam,un_known,dhee ante dhee srinivasa rao srikanth sonia mann posani krishna murali brahmanandam un_known
mosagallaku mosagadu,an bose,sudheer babu nandini rai abhimanyu,Action Comedy Crime,mosagallaku mosagadu an bose sudheer babu nandini rai abhimanyu Action Comedy Crime
365 days,rgv,nandoo anaika soti,Romance,365 days rgv nandoo anaika soti Romance
pandaga chesko,gopichand malineni,ram rakul sonal chauhan brahmanandam sampath raj abhimanyu singh,Romance Drama Family,pandaga chesko gopichand malineni ram rakul sonal chauhan brahmanandam sampath raj abhimanyu singh Romance Drama Family
andhra pori,raj mudiraju,akash puri ulka gupta,un_known,andhra pori raj mudiraju akash puri ulka gupta un_known
asura,krishna vijay,nara rohit priya banerjee,Romance Action Thriller,asura krishna vijay nara rohit priya banerjee Romance Action Thriller
singam 123,akshat sharma,sampoornesh babu,un_known,singam 123 akshat sharma sampoornesh babu un_known
jyothi lakshmi,puri jagannadh,charmy kaur,Romance Drama,jyothi lakshmi puri jagannadh charmy kaur Romance Drama
lava kusa,jay,varun sandesh richa panai babu mohan brahmanandam,un_known,lava kusa jay varun sandesh richa panai babu mohan brahmanandam un_known
kerintha,kiran,sumanth sri divya tejaswi,un_known,kerintha kiran sumanth sri divya tejaswi un_known
krishnamma kalipindi iddarini,r. chandru,sudheer babu nanditha m.s. narayana saptagiri,Drama Romance,krishnamma kalipindi iddarini r. chandru sudheer babu nanditha m.s. narayana saptagiri Drama Romance
tippu,jagadish,karthik kanika chalapathi rao krishna bhagavan,Romance Action,tippu jagadish karthik kanika chalapathi rao krishna bhagavan Romance Action
vinavayya ramayya,prasad,anvesh kruthika prakash raj brahmanandam,Drama Romance,vinavayya ramayya prasad anvesh kruthika prakash raj brahmanandam Drama Romance
jadoogadu,yogie,naga shourya sonarika ajay kota srinivasa rao saptagiri,un_known,jadoogadu yogie naga shourya sonarika ajay kota srinivasa rao saptagiri un_known
tiger,anand,sundeep kishan seerat kapoor rahul ravindran,Crime Drama,tiger anand sundeep kishan seerat kapoor rahul ravindran Crime Drama
where is vidya balan,srinivas,prince sethi,un_known,where is vidya balan srinivas prince sethi un_known
superstar kidnap,a.sushanth reddy,nandu aadarsh balakrishna bhupal poonam kaur,un_known,superstar kidnap a.sushanth reddy nandu aadarsh balakrishna bhupal poonam kaur un_known
bāhubali: the beginning,s.s. rajamouli,prabhas rana tamannaah anushka shetty satyaraj ramya krishnan nassar,Action Drama,baahubali: the beginning s.s. rajamouli prabhas rana tamannaah anushka shetty satyaraj ramya krishnan nassar Action Drama
james bond,sai kishore macha,allari naresh sakshi chaudhary,Documentary,james bond sai kishore macha allari naresh sakshi chaudhary Documentary
mirchi lanti kurradu,jayanag,abijeet pragya jaiswal,un_known,mirchi lanti kurradu jayanag abijeet pragya jaiswal un_known
srimanthudu,koratala siva,mahesh babu shruti haasan jagapathi babu mukesh rishi rajendra prasad sampath raj harish uthaman,un_known,srimanthudu koratala siva mahesh babu shruti haasan jagapathi babu mukesh rishi rajendra prasad sampath raj harish uthaman un_known
cinema choopistha mava,trinadha rao nakkina,raj tarun avika gor,un_known,cinema choopistha mava trinadha rao nakkina raj tarun avika gor un_known
kick 2,surender reddy,ravi teja rakul preet singh ravi kishan kabir duhan singh ashish vidyarthi brahmanandam rajpal yadav,Action Adventure Crime,kick 2 surender reddy ravi teja rakul preet singh ravi kishan kabir duhan singh ashish vidyarthi brahmanandam rajpal yadav Action Adventure Crime
best actors,arun pawar,nandu madhurima madhunandan kesha varshini soundaryarajan,un_known,best actors arun pawar nandu madhurima madhunandan kesha varshini soundaryarajan un_known
dynamite,deva katta,manchu vishnu pranitha subhash j. d. chakravarthy,Comedy,dynamite deva katta manchu vishnu pranitha subhash j. d. chakravarthy Comedy
bhale bhale magadivoy,maruthi,nani lavanya tripathi murali sharma,Romance Comedy,bhale bhale magadivoy maruthi nani lavanya tripathi murali sharma Romance Comedy
courier boy kalyan,premsai,nithiin yami gautam,Action Romance,courier boy kalyan premsai nithiin yami gautam Action Romance
ketagadu,un_known,tejus kancherla chandini chowdary,un_known,ketagadu un_known tejus kancherla chandini chowdary un_known
subramanyam for sale,harish shankar,sai dharam tej regina cassandra adah sharma brahmanandam,Family Comedy Romance,subramanyam for sale harish shankar sai dharam tej regina cassandra adah sharma brahmanandam Family Comedy Romance
chandrika,yogesh,jayram karthik kamna jethmalani srimukhi girish karnad satyam rajesh,Romance Drama,chandrika yogesh jayram karthik kamna jethmalani srimukhi girish karnad satyam rajesh Romance Drama
shivam,srinivas reddy,ram raashi khanna abhimanyu singh,Thriller,shivam srinivas reddy ram raashi khanna abhimanyu singh Thriller
rudhramadevi,gunasekhar,anushka shetty allu arjun rana daggubati krishnam raju prakash raj,History Action Drama,rudhramadevi gunasekhar anushka shetty allu arjun rana daggubati krishnam raju prakash raj History Action Drama
bruce lee,srinu vaitla,ram charan rakul preet singh kriti kharbanda arun vijay brahmanandam,Documentary,bruce lee srinu vaitla ram charan rakul preet singh kriti kharbanda arun vijay brahmanandam Documentary
kanche,krish,varun tej pragya jaiswal nikitin dheer srinivas avasarala,Romance History Drama,kanche krish varun tej pragya jaiswal nikitin dheer srinivas avasarala Romance History Drama
columbus,r samala,sumanth ashwin seerat kapoor mishti chakraborty,Drama,columbus r samala sumanth ashwin seerat kapoor mishti chakraborty Drama
raju gari gadhi,omkar,ashwin babu dhanya balakrishna,Thriller Horror,raju gari gadhi omkar ashwin babu dhanya balakrishna Thriller Horror
sher,mallikarjun,kalyan ram sonal chauhan vikramjeet virk mukesh rishi,un_known,sher mallikarjun kalyan ram sonal chauhan vikramjeet virk mukesh rishi un_known
tripura,raj kiran,colors swathi naveen chandra saptagiri rao ramesh,Thriller Horror,tripura raj kiran colors swathi naveen chandra saptagiri rao ramesh Thriller Horror
akhil,vinayak,akhil akkineni sayyeshaa rajendra prasad mahesh manjrekar brahmanandam vennela kishore,Action Fantasy Romance,akhil vinayak akhil akkineni sayyeshaa rajendra prasad mahesh manjrekar brahmanandam vennela kishore Action Fantasy Romance
kumari 21f,surya pratap,raj tarun heebah patel,un_known,kumari 21f surya pratap raj tarun heebah patel un_known
cheekati rajyam,rajesh,kamal haasan trisha prakash raj,Action Crime Thriller,cheekati rajyam rajesh kamal haasan trisha prakash raj Action Crime Thriller
size zero,prakash,arya anushka sonal chauhan,Romance Comedy Drama,size zero prakash arya anushka sonal chauhan Romance Comedy Drama
thanu nenu,ram mohan,santosh avika gor,Drama Romance,thanu nenu ram mohan santosh avika gor Drama Romance
veediki dookudekkuva,satyanarayana,srikanth kamna jethmalani,un_known,veediki dookudekkuva satyanarayana srikanth kamna jethmalani un_known
sankarabharanam,uday,nikhil nanditha,Thriller Action,sankarabharanam uday nikhil nanditha Thriller Action
bengal tiger,sampath nandi,ravi teja tamannaah bhatia boman irani raashi khanna,un_known,bengal tiger sampath nandi ravi teja tamannaah bhatia boman irani raashi khanna un_known
hitudu,viplav,jagapathi babu meera nandan,un_known,hitudu viplav jagapathi babu meera nandan un_known
anaganaga oka chitram,j. prabhakar reddy,shiva meghashree,un_known,anaganaga oka chitram j. prabhakar reddy shiva meghashree un_known
kaki: sound of warning,manon m,ashok meghashree sangeetha bhat kiran pattikonda,un_known,kaki: sound of warning manon m ashok meghashree sangeetha bhat kiran pattikonda un_known
loafer,puri jagannadh,varun tej disha patani,Romance,loafer puri jagannadh varun tej disha patani Romance
taskara,chandra sekhar,un_known,Thriller,taskara chandra sekhar un_known Thriller
soukhyam,as ravi kumar chowdhary,gopichand regina cassandra mukesh rishi pradeep rawat,un_known,soukhyam as ravi kumar chowdhary gopichand regina cassandra mukesh rishi pradeep rawat un_known
bhale manchi roju,sriram adittya. t,sudheer babu wamiqa gabbi dhanya balakrishna sai kumar,Comedy Drama Crime,bhale manchi roju sriram adittya. t sudheer babu wamiqa gabbi dhanya balakrishna sai kumar Comedy Drama Crime
mama manchu alludu kanchu,sriniwass reddy,mohan babu allari naresh varun sandesh poorna meena ramya krishna,un_known,mama manchu alludu kanchu sriniwass reddy mohan babu allari naresh varun sandesh poorna meena ramya krishna un_known
jathakalisey,rakesh sashii,ashwin babu tejaswi madivada snigdha shakalaka shankar dhanaraj satyadev,un_known,jathakalisey rakesh sashii ashwin babu tejaswi madivada snigdha shakalaka shankar dhanaraj satyadev un_known
